id,studyID,trial_registration_no,studyID_ROB,trt,pre_n,n,mean_diff,mean_diff_sd,outcome,response,age_mean,adult,length,pc_female,pre_mean,pre_sd,country,daily_dose,session_duration,sessions,weekly_dose,bmi_score,bmi,comorbid,vitD_suppl,D1,D2,D3,D4,D5,overall
114,Chilibeck 2002,,Chilibeck 2002,Control,14,12,-0.002,0.055,Lumbar BMD,,58.8,adults,52,100%,0.939,0.033,Canada,72,60,3,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
115,Chilibeck 2002,,Chilibeck 2002,Resistance,14,10,-0.007,0.062,Lumbar BMD,,56.8,adults,52,100%,0.892,0.041,Canada,210,60,3,630,27,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
116,Chilibeck 2002,,Chilibeck 2002,Control,14,12,-0.006,0.025,Hip total BMD,,58.8,adults,52,100%,0.847,0.03,Canada,72,60,3,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
117,Chilibeck 2002,,Chilibeck 2002,Resistance,14,10,-0.002,0.023,Hip total BMD,,56.8,adults,52,100%,0.903,0.03,Canada,210,60,3,630,27,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
118,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.015,0.033,Femoral BMD,,56.4,adults,52,100%,0.736,0.089,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
119,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,-0.003,0.031,Femoral BMD,,55.3,adults,52,100%,0.741,0.096,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
120,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.009,0.033,Femoral BMD,,56.4,adults,104,100%,0.736,0.089,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
121,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,-0.004,0.031,Femoral BMD,,55.3,adults,104,100%,0.741,0.096,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
122,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.003,0.031,Lumbar BMD,,56.4,adults,52,100%,0.958,0.124,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
123,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,-0.001,0.034,Lumbar BMD,,55.3,adults,52,100%,0.953,0.101,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
124,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.003,0.031,Lumbar BMD,,56.4,adults,104,100%,0.958,0.124,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
125,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,-0.009,0.034,Lumbar BMD,,55.3,adults,104,100%,0.953,0.101,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
126,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.005,0.026,Hip total BMD,,56.4,adults,52,100%,0.89,0.114,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
127,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,0.001,0.025,Hip total BMD,,55.3,adults,52,100%,0.894,0.102,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
128,Chilibeck 2013,NCT00204425,Chilibeck 2013,Control,88,73,-0.013,0.026,Hip total BMD,,56.4,adults,104,100%,0.89,0.114,Canada,60,50,4,0,27.7,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
129,Chilibeck 2013,NCT00204425,Chilibeck 2013,Combined aerobic/resistance,86,77,-0.005,0.025,Hip total BMD,,55.3,adults,104,100%,0.894,0.102,Canada,178,50,4,710,27.6,Overweight,Not reported,Reported,Low,Low,Low,Low,Low,Low
130,Chuin 2009,,Chuin 2009,Control,7,7,0.002,0.032,Femoral BMD,,67.4,older adults,26,100%,0.9,0.06,France,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
131,Chuin 2009,,Chuin 2009,Resistance,11,11,-0.002,0.038,Femoral BMD,,65.4,older adults,26,100%,0.91,0.08,France,225,60,3,675,26.3,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
132,Chuin 2009,,Chuin 2009,Control,7,7,-0.015,0.081,Lumbar BMD,,67.4,older adults,26,100%,1.01,0.17,France,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
133,Chuin 2009,,Chuin 2009,Resistance,11,11,-0.001,0.077,Lumbar BMD,,65.4,older adults,26,100%,1.06,0.13,France,225,60,3,675,26.3,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
134,Cockayne 2017,ISRCTN ISRCTN68240461,Cockayne 2017,Control,,517,,,Fracture,14,77.6,older adults,52,59%,,,UK,36,30,3,0,27.7,Overweight,,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
135,Cockayne 2017,ISRCTN ISRCTN68240461,Cockayne 2017,Resistance,,493,,,Fracture,17,78.1,older adults,52,61%,,,UK,87,30,3,174,27.6,Overweight,,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
136,De Oliveira 2018,,De Oliveira 2018,Control,17,17,,,Fracture,1,55.5,adults,26,100%,,,Brazil,72,60,3,0,27.2,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
137,De Oliveira 2018,,De Oliveira 2018,Resistance,17,17,,,Fracture,0,54.1,adults,26,100%,,,Brazil,210,60,3,630,27.3,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
138,De Oliveira 2018,,De Oliveira 2018,Control,17,17,0.02,0.01,Hip total BMD,,55.5,adults,26,100%,0.89,0.08,Brazil,72,60,3,0,27.2,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
139,De Oliveira 2018,,De Oliveira 2018,Resistance,17,17,0.02,0.03,Hip total BMD,,54.1,adults,26,100%,0.88,0.11,Brazil,210,60,3,630,27.3,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
140,Dischereit 2016,,Dischereit 2016,Control,17,17,-0.03,0.11,Femoral BMD,,71.2,older adults,104,100%,0.76,0.11,Germany,78,65,3,0,25.9,Overweight,Reported,Reported,Some concern,Some concern,Low,Low,Some concern,Some concern
141,Dischereit 2016,,Dischereit 2016,Combined aerobic/resistance,25,25,0.03,0.11,Femoral BMD,,68.1,older adults,104,96%,0.81,0.12,Germany,137,65,3,410,24.1,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Some concern,Some concern
142,Dischereit 2016,,Dischereit 2016,Control,17,17,-0.01,0.1,Lumbar BMD,,71.2,older adults,104,100%,0.77,0.09,Germany,78,65,3,0,25.9,Overweight,Reported,Reported,Some concern,Some concern,Low,Low,Some concern,Some concern
143,Dischereit 2016,,Dischereit 2016,Combined aerobic/resistance,25,25,0.02,0.12,Lumbar BMD,,68.1,older adults,104,96%,0.83,0.12,Germany,137,65,3,410,24.1,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Some concern,Some concern
144,Duckham 2015,,Duckham 2015,Control,126,114,-0.002,0.005,Femoral BMD,,72.2,older adults,52,54%,0.91,0.15,UK,72,60,3,0,28.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
145,Duckham 2015,,Duckham 2015,Combined aerobic/resistance,105,94,-0.003,0.004,Femoral BMD,,71.8,older adults,52,60%,0.889,0.143,UK,210,60,3,630,28.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
146,Duckham 2015,,Duckham 2015,Control,126,114,0.004,0.01,Lumbar BMD,,72.2,older adults,52,54%,1.176,0.234,UK,72,60,3,0,28.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
147,Duckham 2015,,Duckham 2015,Combined aerobic/resistance,105,94,0.006,0.01,Lumbar BMD,,71.8,older adults,52,60%,1.161,0.215,UK,210,60,3,630,28.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
148,Duckham 2015,,Duckham 2015,Control,126,114,0.002,0.076,Hip total BMD,,72.2,older adults,52,54%,0.959,0.175,UK,72,60,3,0,28.7,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
149,Duckham 2015,,Duckham 2015,Combined aerobic/resistance,105,94,0.003,0.034,Hip total BMD,,71.8,older adults,52,60%,0.939,0.16,UK,210,60,3,630,28.2,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
150,Duff 2016,,Duff 2016,Control,22,15,-0.023,0.027,Femoral BMD,,65,older adults,38,100%,0.697,0.097,Canada,72,60,3,0,29.5,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
151,Duff 2016,,Duff 2016,Resistance,22,19,-0.002,0.034,Femoral BMD,,65.3,older adults,38,100%,0.681,0.061,Canada,120,60,3,360,27.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
152,Duff 2016,,Duff 2016,Control,22,15,0.011,0.036,Lumbar BMD,,65,older adults,38,100%,0.978,0.184,Canada,72,60,3,0,29.5,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
153,Duff 2016,,Duff 2016,Resistance,22,19,-0.003,0.029,Lumbar BMD,,65.3,older adults,38,100%,0.906,0.093,Canada,120,60,3,360,27.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
154,Ebid 2021,NCT04608162,Ebid 2021,Control,32,32,0.01,0.007,Lumbar BMD,,50.5,adults,12,0%,0.99,0.007,Saudi Arabia,72,60,3,0,26.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
155,Ebid 2021,NCT04608162,Ebid 2021,Combined aerobic/resistance,31,31,0.26,0.2,Lumbar BMD,,51.4,adults,12,0%,0.99,0.008,Saudi Arabia,170,60,3,510,27,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
156,Ebid 2021,NCT04608162,Ebid 2021,Control,32,32,0.01,0.014,Hip total BMD,,50.5,adults,12,0%,0.92,0.013,Saudi Arabia,72,60,3,0,26.7,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
157,Ebid 2021,NCT04608162,Ebid 2021,Combined aerobic/resistance,31,31,0.02,0.017,Hip total BMD,,51.4,adults,12,0%,0.92,0.008,Saudi Arabia,170,60,3,510,27,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
158,Ebrahim 1997,,Ebrahim 1997,Control,48,48,-0.021,0.065,Femoral BMD,,68.1,older adults,104,100%,0.765,0.145,UK,48,40,3,0,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
159,Ebrahim 1997,,Ebrahim 1997,Brisk walking or jogging,49,49,-0.002,0.042,Femoral BMD,,66.4,older adults,104,100%,0.806,0.122,UK,172,40,3,516,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
160,Ebrahim 1997,,Ebrahim 1997,Control,48,48,-0.007,0.045,Femoral BMD,,68.1,older adults,52,100%,0.765,0.145,UK,48,40,3,0,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
161,Ebrahim 1997,,Ebrahim 1997,Brisk walking or jogging,49,49,0.01,0.047,Femoral BMD,,66.4,older adults,52,100%,0.806,0.122,UK,172,40,3,516,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
162,Ebrahim 1997,,Ebrahim 1997,Control,48,48,,,Fracture,4,68.1,older adults,104,100%,,,UK,48,40,3,0,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
163,Ebrahim 1997,,Ebrahim 1997,Brisk walking or jogging,49,49,,,Fracture,6,66.4,older adults,104,100%,,,UK,172,40,3,516,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
164,Ebrahim 1997,,Ebrahim 1997,Control,48,48,0.017,0.054,Lumbar BMD,,68.1,older adults,104,100%,0.938,0.168,UK,48,40,3,0,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
165,Ebrahim 1997,,Ebrahim 1997,Brisk walking or jogging,49,49,0.017,0.051,Lumbar BMD,,66.4,older adults,104,100%,0.997,0.194,UK,172,40,3,516,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
166,Ebrahim 1997,,Ebrahim 1997,Control,84,48,0.017,0.041,Lumbar BMD,,68.1,older adults,52,100%,0.938,0.168,UK,48,40,3,0,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
167,Ebrahim 1997,,Ebrahim 1997,Brisk walking or jogging,81,49,0.005,0.043,Lumbar BMD,,66.4,older adults,52,100%,0.997,0.194,UK,172,40,3,516,,,Reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
168,Eladl 2025,NCT05392790,Eladl 2025,Control,20,20,-0.057,0.13,Lumbar BMD,,38.7,adults,26,100%,1.011,0.124,Egypt,48,40,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
169,Eladl 2025,NCT05392790,Eladl 2025,Brisk walking or jogging,20,20,0.045,0.12,Lumbar BMD,,38.6,adults,26,100%,1.012,0.124,Egypt,225,40,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
170,Eladl 2025,NCT05392790,Eladl 2025,Resistance,20,20,0.194,0.1,Lumbar BMD,,39.5,adults,26,100%,0.977,0.116,Egypt,210,60,3,630,25.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
171,Eladl 2025,NCT05392790,Eladl 2025,Combined aerobic/resistance,20,20,0.23,0.11,Lumbar BMD,,40,adults,26,100%,0.966,0.127,Egypt,435,100,3,1305,25.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
172,Eladl 2025,NCT05392790,Eladl 2025,Control,20,20,-0.027,0.137,Hip total BMD,,38.7,adults,26,100%,0.921,0.094,Egypt,48,40,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
173,Eladl 2025,NCT05392790,Eladl 2025,Brisk walking or jogging,20,20,0.051,0.097,Hip total BMD,,38.6,adults,26,100%,0.924,0.062,Egypt,225,40,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
174,Eladl 2025,NCT05392790,Eladl 2025,Resistance,20,20,0.118,0.148,Hip total BMD,,39.5,adults,26,100%,0.966,0.127,Egypt,210,60,3,630,25.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
175,Eladl 2025,NCT05392790,Eladl 2025,Combined aerobic/resistance,20,20,0.172,0.131,Hip total BMD,,40,adults,26,100%,0.958,0.087,Egypt,435,100,3,1305,25.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
176,Eladl 2025,NCT 05392790,Eladl 2025,Control,20,20,-0.066,0.139,Lumbar BMD,,38.7,adults,34,100%,1.011,0.124,Egypt,48,40,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
178,Eladl 2025,NCT 05392790,Eladl 2025,Brisk walking or jogging,20,20,0.042,0.12,Lumbar BMD,,38.6,adults,34,100%,1.012,0.124,Egypt,225,40,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
179,Eladl 2025,NCT 05392790,Eladl 2025,Resistance,20,20,0.189,0.187,Lumbar BMD,,39.5,adults,34,100%,0.977,0.116,Egypt,210,60,3,630,25.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
177,Eladl 2025,NCT 05392790,Eladl 2025,Combined aerobic/resistance,20,20,0.236,0.117,Lumbar BMD,,40,adults,34,100%,0.966,0.127,Egypt,435,100,3,1305,25.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
180,Eladl 2025,NCT 05392790,Eladl 2025,Control,20,20,-0.095,0.073,Hip total BMD,,38.7,adults,34,100%,0.921,0.094,Egypt,48,40,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
182,Eladl 2025,NCT 05392790,Eladl 2025,Brisk walking or jogging,20,20,0.04,0.071,Hip total BMD,,38.6,adults,34,100%,0.924,0.062,Egypt,225,40,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
183,Eladl 2025,NCT 05392790,Eladl 2025,Resistance,20,20,0.138,0.111,Hip total BMD,,39.5,adults,34,100%,0.966,0.127,Egypt,210,60,3,630,25.1,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
181,Eladl 2025,NCT 05392790,Eladl 2025,Combined aerobic/resistance,20,20,0.151,0.094,Hip total BMD,,40,adults,34,100%,0.958,0.087,Egypt,435,100,3,1305,25.2,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,Low,Some concern
184,ElDeeb 2020,,ElDeeb 2020,Control,24,21,0.02,0.11,Lumbar BMD,,57.3,adults,24,100%,0.9,0.11,Egypt,12,10,2,0,28.3,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
185,ElDeeb 2020,,ElDeeb 2020,Whole body vibration,25,22,0.08,0.15,Lumbar BMD,,55.1,adults,24,100%,0.95,0.11,Egypt,28,10,2,56,28.4,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
186,ElDeeb 2020,,ElDeeb 2020,Control,24,21,0.02,0.1,Femoral BMD,,57.3,adults,24,100%,0.62,0.09,Egypt,12,10,2,0,28.3,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
187,ElDeeb 2020,,ElDeeb 2020,Whole body vibration,25,22,0.05,0.066,Femoral BMD,,55.1,adults,24,100%,0.66,0.06,Egypt,28,10,2,56,28.4,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
188,Englund 2005,,Englund 2005,Control,24,19,0,0.047,Femoral BMD,,73.2,older adults,52,100%,0.78,0.1,Sweden,60,50,2,0,26.1,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
189,Englund 2005,,Englund 2005,Combined aerobic/resistance,24,21,0,0.032,Femoral BMD,,72.8,older adults,52,100%,0.74,0.06,Sweden,112,50,2,224,25.2,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
190,Englund 2005,,Englund 2005,Control,24,19,0.01,0.073,Lumbar BMD,,73.2,older adults,52,100%,0.95,0.15,Sweden,60,50,2,0,26.1,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
191,Englund 2005,,Englund 2005,Combined aerobic/resistance,24,21,0.03,0.1,Lumbar BMD,,72.8,older adults,52,100%,0.97,0.18,Sweden,112,50,2,224,25.2,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
192,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Control,54,54,-0.006,0.004,Femoral BMD,,63.6,older adults,34,100%,0.708,0.012,Australia,48,40,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
193,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Combined aerobic/resistance,48,48,0.006,0.004,Femoral BMD,,63.3,older adults,34,100%,0.711,0.012,Australia,320,40,2,640,26.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
194,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Control,54,54,,,Fracture,1,63.6,older adults,34,100%,0.708,0.012,Australia,48,40,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
195,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Combined aerobic/resistance,48,48,,,Fracture,1,63.3,older adults,34,100%,0.711,0.012,Australia,320,40,2,640,26.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
196,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Control,52,52,0,0.003,Lumbar BMD,,63.6,older adults,34,100%,0.902,0.017,Australia,48,40,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
197,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Combined aerobic/resistance,48,48,0.016,0.003,Lumbar BMD,,63.3,older adults,34,100%,0.857,0.018,Australia,320,40,2,640,26.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
198,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Control,52,52,-0.006,0.003,Hip total BMD,,63.6,older adults,34,100%,0.832,0.012,Australia,48,40,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
199,Fischbacher 2021,ACTRN12617001511325,Fischbacher 2021,Combined aerobic/resistance,48,48,0,0.003,Hip total BMD,,63.3,older adults,34,100%,0.824,0.013,Australia,320,40,2,640,26.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
200,Garcia-Gomariz 2022,NCT-03091088,Garcia-Gomariz 2022,Combined aerobic/resistance,,16,,,Fracture,1,64.9,older adults,96,100%,,,Spain,54,30,3,108,25.8,Overweight,Reported,Reported,High,Some concern,Low,Low,Some concern,High
201,Garcia-Gomariz 2022,NCT-03091088,Garcia-Gomariz 2022,Brisk walking or jogging,,14,,,Fracture,6,59.4,adults,96,100%,,,Spain,180,30,3,360,27.4,Overweight,Reported,Reported,High,Some concern,Low,Low,Some concern,High
202,Gianoudis 2014,,Gianoudis 2014,Control,81,74,-0.003,0.08,Femoral BMD,,67.2,older adults,52,73%,0.713,0.082,Australia,72,60,3,0,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
203,Gianoudis 2014,,Gianoudis 2014,Combined aerobic/resistance,81,76,0.004,0.08,Femoral BMD,,67.7,older adults,52,74%,0.73,0.081,Australia,280,60,3,740,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
204,Gianoudis 2014,,Gianoudis 2014,Control,81,81,,,Fracture,0,67.2,older adults,52,73%,,,Australia,72,60,3,0,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
205,Gianoudis 2014,,Gianoudis 2014,Combined aerobic/resistance,81,81,,,Fracture,1,67.7,older adults,52,74%,,,Australia,280,60,3,740,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
206,Gianoudis 2014,,Gianoudis 2014,Control,81,74,0.003,0.15,Lumbar BMD,,67.2,older adults,52,73%,0.968,0.146,Australia,72,60,3,0,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
207,Gianoudis 2014,,Gianoudis 2014,Combined aerobic/resistance,81,76,0.015,0.14,Lumbar BMD,,67.7,older adults,52,74%,0.971,0.135,Australia,280,60,3,740,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
208,Gianoudis 2014,,Gianoudis 2014,Control,81,74,0.004,0.148,Hip total BMD,,67.2,older adults,52,73%,0.88,0.105,Australia,72,60,3,0,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
209,Gianoudis 2014,,Gianoudis 2014,Combined aerobic/resistance,81,76,0.008,0.144,Hip total BMD,,67.7,older adults,52,74%,0.889,0.102,Australia,280,60,3,740,27.2,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
210,Gill 2016F,NCT01072500,Gill 2016,Control,,551,,,Fracture,49,79.1,older adults,156,100%,,,USA,60,50,3,0,  ,,,Not reported,Low,Low,Low,Low,Low,Low
211,Gill 2016F,NCT01072500,Gill 2016,Combined aerobic/resistance,,547,,,Fracture,52,78.7,older adults,156,100%,,,USA,202,50,3,404,  ,,,Not reported,Low,Low,Low,Low,Low,Low
212,Gill 2016M,NCT01072500,Gill 2016,Control,,266,,,Fracture,27,79.1,older adults,156,0%,,,USA,60,50,3,0,  ,,,Not reported,Low,Low,Low,Low,Low,Low
213,Gill 2016M,NCT01072500,Gill 2016,Combined aerobic/resistance,,271,,,Fracture,14,78.7,older adults,156,0%,,,USA,202,50,3,404,  ,,,Not reported,Low,Low,Low,Low,Low,Low
214,Going 2003,,Going 2003,Combined aerobic/resistance,91,71,0.005,0.036,Femoral BMD,,55.8,adults,52,100%,0.87,0.13,USA,250,50,3,750,25.3,Overweight,Not reported,Not reported,Some concern,Low,Some concern,Low,Low,Some concern
215,Going 2003,,Going 2003,Control,70,59,-0.004,0.035,Femoral BMD,,57.1,adults,52,100%,0.85,0.1,USA,60,50,3,0,25.8,Overweight,Not reported,Not reported,Some concern,Low,Some concern,Low,Low,Some concern
216,Going 2003,,Going 2003,Combined aerobic/resistance,91,71,0,0.029,Lumbar BMD,,55.8,adults,52,100%,1.11,0.08,USA,250,50,3,750,25.3,Overweight,Not reported,Not reported,Some concern,Low,Some concern,Low,Low,Some concern
217,Going 2003,,Going 2003,Control,70,59,-0.006,0.025,Lumbar BMD,,57.1,adults,52,100%,1.09,0.08,USA,60,50,3,0,25.8,Overweight,Not reported,Not reported,Some concern,Low,Some concern,Low,Low,Some concern
218,Gusi 2006,,Gusi 2006,Brisk walking or jogging,18,14,-0.01,0.017,Lumbar BMD,,66,older adults,34,100%,0.83,0.13,Spain,69,30,3,207,27.3,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
219,Gusi 2006,,Gusi 2006,Whole body vibration,18,14,-0.01,0.035,Lumbar BMD,,66,older adults,34,100%,0.95,0.12,Spain,72,30,3,216,28.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
220,Gusi 2006,,Gusi 2006,Brisk walking or jogging,18,14,-0.02,0.052,Femoral BMD,,66,older adults,34,100%,0.79,0.1,Spain,69,30,3,207,27.3,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
221,Gusi 2006,,Gusi 2006,Whole body vibration,18,14,0.02,0.052,Femoral BMD,,66,older adults,34,100%,0.78,0.13,Spain,72,30,3,216,28.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
222,Haines 2009,,Haines 2009,Control,,34,,,Fracture,2,80.5,older adults,26,53%,,,Australia,,,,0,  ,,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Low,Some concern
223,Haines 2009,,Haines 2009,Resistance,,19,,,Fracture,1,80.9,older adults,26,74%,,,Australia,,,,,  ,,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Low,Some concern
224,Hans 2002,,Hans 2002,Control,26,16,-0.003,0.046,Femoral BMD,,66,older adults,104,100%,0.614,0.044,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
225,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,0.005,0.048,Femoral BMD,,67.6,older adults,104,100%,0.612,0.048,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
226,Hans 2002,,Hans 2002,Control,26,16,0.003,0.046,Femoral BMD,,66,older adults,52,100%,0.614,0.044,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
